No.,Time,Source,Destination,Protocol,Length,Info
324,9.043141,172.17.18.2,10.12.35.246,DNS,208,Standard query response 0x97eb A fd.api.iris.microsoft.com CNAME fd-api-iris.trafficmanager.net CNAME iris-de-prod-azsc-v2-eas.eastasia.cloudapp.azure.com A 20.24.121.134
325,9.04641,10.12.35.246,20.24.121.134,TCP,66,52463  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
326,9.046448,10.12.35.246,20.24.121.134,TCP,66,52464  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
327,9.046489,10.12.35.246,20.24.121.134,TCP,66,52465  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
328,9.046518,10.12.35.246,20.24.121.134,TCP,66,52466  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
329,9.046537,10.12.35.246,20.24.121.134,TCP,66,52467  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
330,9.113452,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.35.252? Tell 10.12.63.254
331,9.113486,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.34? Tell 10.12.63.254
332,9.21383,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.120? Tell 10.12.32.1
333,9.213868,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.36.181? Tell 10.12.32.1
334,9.215809,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.45.34? Tell 10.12.32.1
335,9.215848,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.14? Tell 10.12.32.1
336,9.215857,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.233? Tell 10.12.32.1
337,9.215864,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.34.31? Tell 10.12.32.1
338,9.215871,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.52.114? Tell 10.12.32.1
339,9.215878,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.116? Tell 10.12.32.1
340,9.235493,20.24.121.134,10.12.35.246,TCP,66,"443  >  52467 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
341,9.235606,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
342,9.238071,10.12.35.246,20.24.121.134,TLSv1.2,353,Client Hello
343,9.244008,20.24.121.134,10.12.35.246,TCP,66,"443  >  52466 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
344,9.244052,10.12.35.246,20.24.121.134,TCP,54,52466  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
345,9.244585,10.12.35.246,20.24.121.134,TLSv1.2,353,Client Hello
346,9.252498,20.24.121.134,10.12.35.246,TCP,66,"443  >  52463 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
347,9.252552,10.12.35.246,20.24.121.134,TCP,54,52463  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
348,9.253104,10.12.35.246,20.24.121.134,TLSv1.2,353,Client Hello
349,9.261666,20.24.121.134,10.12.35.246,TCP,66,"443  >  52464 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
350,9.261713,10.12.35.246,20.24.121.134,TCP,54,52464  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
351,9.262574,10.12.35.246,20.24.121.134,TLSv1.2,353,Client Hello
352,9.304833,20.24.121.134,10.12.35.246,TCP,66,"443  >  52465 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
353,9.304965,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
354,9.305724,10.12.35.246,20.24.121.134,TLSv1.2,353,Client Hello
355,9.316188,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.210? Tell 10.12.32.1
356,9.31622,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.51.101? Tell 10.12.32.1
357,9.361349,10.12.35.246,172.17.18.2,DNS,90,Standard query 0x2153 A self.events.data.microsoft.com
358,9.395837,20.24.121.134,10.12.35.246,TCP,1514,443  >  52467 [ACK] Seq=1 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
359,9.39592,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=300 Ack=1461 Win=262144 Len=0
360,9.40605,20.24.121.134,10.12.35.246,TCP,1514,443  >  52467 [ACK] Seq=1461 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
361,9.40605,20.24.121.134,10.12.35.246,TCP,1514,443  >  52467 [ACK] Seq=2921 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
362,9.40605,20.24.121.134,10.12.35.246,TCP,1514,443  >  52467 [ACK] Seq=4381 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
363,9.40605,20.24.121.134,10.12.35.246,TLSv1.2,420,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
364,9.406149,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=300 Ack=6207 Win=262144 Len=0
365,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52466 [ACK] Seq=1 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
366,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52466 [ACK] Seq=1461 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
367,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52463 [ACK] Seq=1 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
368,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52466 [ACK] Seq=2921 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
369,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52463 [ACK] Seq=1461 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
370,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52466 [ACK] Seq=4381 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
371,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52463 [ACK] Seq=2921 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
372,9.411779,20.24.121.134,10.12.35.246,TLSv1.2,420,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
373,9.411779,20.24.121.134,10.12.35.246,TCP,1514,443  >  52463 [ACK] Seq=4381 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
374,9.411779,20.24.121.134,10.12.35.246,TLSv1.2,420,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
375,9.411779,172.17.18.2,10.12.35.246,DNS,208,Standard query response 0x2153 A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdwus13.westus.cloudapp.azure.com A 20.189.173.14
376,9.411883,10.12.35.246,20.24.121.134,TCP,54,52466  >  443 [ACK] Seq=300 Ack=6207 Win=262144 Len=0
377,9.411897,10.12.35.246,20.24.121.134,TCP,54,52463  >  443 [ACK] Seq=300 Ack=6207 Win=262144 Len=0
378,9.414571,10.12.35.246,20.189.173.14,TCP,66,52468  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
379,9.414785,10.12.35.246,20.24.121.134,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
380,9.414822,10.12.35.246,20.24.121.134,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
381,9.415127,10.12.35.246,20.24.121.134,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
382,9.418591,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.90? Tell 10.12.32.1
383,9.421443,20.24.121.134,10.12.35.246,TCP,1514,443  >  52464 [ACK] Seq=1 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
384,9.421443,20.24.121.134,10.12.35.246,TCP,1514,443  >  52464 [ACK] Seq=1461 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
385,9.421443,20.24.121.134,10.12.35.246,TCP,1514,443  >  52464 [ACK] Seq=2921 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
386,9.421443,20.24.121.134,10.12.35.246,TCP,1514,443  >  52464 [ACK] Seq=4381 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
387,9.421443,20.24.121.134,10.12.35.246,TLSv1.2,420,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
388,9.421503,10.12.35.246,20.24.121.134,TCP,54,52464  >  443 [ACK] Seq=300 Ack=6207 Win=262144 Len=0
389,9.424689,10.12.35.246,20.24.121.134,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
390,9.44215,20.24.121.134,10.12.35.246,TCP,1514,443  >  52465 [ACK] Seq=1 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
391,9.44215,20.24.121.134,10.12.35.246,TCP,1514,443  >  52465 [ACK] Seq=1461 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
392,9.442191,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=300 Ack=2921 Win=262144 Len=0
393,9.487524,20.24.121.134,10.12.35.246,TCP,1514,443  >  52465 [ACK] Seq=2921 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
394,9.487584,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=300 Ack=4381 Win=262144 Len=0
395,9.500295,20.24.121.134,10.12.35.246,TCP,1514,443  >  52465 [ACK] Seq=4381 Ack=300 Win=262400 Len=1460 [TCP segment of a reassembled PDU]
396,9.500295,20.24.121.134,10.12.35.246,TLSv1.2,420,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
397,9.500435,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=300 Ack=6207 Win=262144 Len=0
398,9.503436,10.12.35.246,20.24.121.134,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
399,9.520644,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.49.167? Tell 10.12.32.1
400,9.565099,20.24.121.134,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
401,9.565165,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=458 Ack=6258 Win=261888 Len=0
402,9.568178,10.12.35.246,20.24.121.134,TLSv1.2,141,Application Data
403,9.569817,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=545 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
404,9.569817,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=1985 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
405,9.569817,10.12.35.246,20.24.121.134,TLSv1.2,1406,Application Data
406,9.594852,20.24.121.134,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
407,9.594918,10.12.35.246,20.24.121.134,TCP,54,52463  >  443 [ACK] Seq=458 Ack=6258 Win=261888 Len=0
408,9.594966,20.24.121.134,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
409,9.594989,10.12.35.246,20.24.121.134,TCP,54,52466  >  443 [ACK] Seq=458 Ack=6258 Win=261888 Len=0
410,9.595005,20.24.121.134,10.12.35.246,TLSv1.2,123,Application Data
411,9.595021,10.12.35.246,20.24.121.134,TCP,54,52466  >  443 [ACK] Seq=458 Ack=6327 Win=261888 Len=0
412,9.595634,10.12.35.246,20.24.121.134,TLSv1.2,141,Application Data
413,9.595681,10.12.35.246,20.24.121.134,TLSv1.2,141,Application Data
414,9.595723,10.12.35.246,20.24.121.134,TLSv1.2,92,Application Data
415,9.595863,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=4777 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
416,9.595863,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=6217 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
417,9.595863,10.12.35.246,20.24.121.134,TLSv1.2,1406,Application Data
418,9.595951,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=9009 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
419,9.595951,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=10449 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
420,9.595951,10.12.35.246,20.24.121.134,TLSv1.2,1407,Application Data
421,9.622974,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.13? Tell 10.12.63.254
422,9.629181,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.43.33? Tell 10.12.63.254
423,9.629206,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.102? Tell 10.12.63.254
424,9.629214,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.34.177? Tell 10.12.63.254
425,9.636132,20.24.121.134,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
426,9.636132,20.24.121.134,10.12.35.246,TLSv1.2,123,Application Data
427,9.636189,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=458 Ack=6327 Win=261888 Len=0
428,9.636922,10.12.35.246,20.24.121.134,TLSv1.2,141,Application Data
429,9.636956,10.12.35.246,20.24.121.134,TLSv1.2,92,Application Data
430,9.637187,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=13242 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
431,9.690654,20.189.173.14,10.12.35.246,TCP,66,"443  >  52468 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
432,9.690734,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
433,9.692669,10.12.35.246,20.189.173.14,TLSv1.2,340,Client Hello
434,9.706737,20.24.121.134,10.12.35.246,TLSv1.2,92,"[TCP Previous segment not captured] , Application Data"
435,9.706737,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=6365 Ack=4777 Win=262656 Len=0
436,9.706765,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#1] 52467  >  443 [ACK] Seq=14682 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=6365
437,9.706786,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=14682 Ack=6258 Win=261888 Len=1440 [TCP segment of a reassembled PDU]
438,9.706786,10.12.35.246,20.24.121.134,TLSv1.2,1407,Application Data
439,9.716462,20.24.121.134,10.12.35.246,TLSv1.2,556,Application Data
440,9.716488,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#2] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=6867
441,9.71852,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
442,9.71852,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=6905 Ack=7657 Win=262656 Len=0
443,9.718538,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#3] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=6905
444,9.722098,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=6905 Ack=10449 Win=262656 Len=0
445,9.722098,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
446,9.722136,10.12.35.246,20.24.121.134,TCP,54,52466  >  443 [ACK] Seq=583 Ack=6365 Win=261888 Len=0
447,9.726213,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=6905 Ack=13242 Win=262656 Len=0
448,9.739494,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
449,9.739524,10.12.35.246,20.24.121.134,TCP,54,52465  >  443 [ACK] Seq=583 Ack=6365 Win=261888 Len=0
450,9.804483,20.24.121.134,10.12.35.246,TCP,60,443  >  52466 [ACK] Seq=6365 Ack=583 Win=262144 Len=0
451,9.81199,20.24.121.134,10.12.35.246,TLSv1.2,245,Application Data
452,9.812039,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#4] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=7096
453,9.817676,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
454,9.817708,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#5] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=7134
455,9.824279,20.24.121.134,10.12.35.246,TLSv1.2,245,Application Data
456,9.824279,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
457,9.824279,20.24.121.134,10.12.35.246,TCP,60,[TCP Previous segment not captured] 443  >  52463 [ACK] Seq=6327 Ack=545 Win=262144 Len=0
458,9.824279,20.24.121.134,10.12.35.246,TCP,60,443  >  52465 [ACK] Seq=6365 Ack=583 Win=262144 Len=0
459,9.824331,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#6] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=7325
460,9.82436,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 401#7] 52467  >  443 [ACK] Seq=17475 Ack=6258 Win=261888 Len=0 SLE=6327 SRE=7363
461,9.827485,fe80::90e6:2bff:fec5:cd4b,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
462,9.827588,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.101? Tell 10.12.63.254
463,9.830618,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=7363 Ack=16122 Win=262656 Len=0
464,9.83066,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=7363 Ack=17475 Win=261376 Len=0
465,9.830673,20.24.121.134,10.12.35.246,TLSv1.2,1159,"[TCP Fast Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
466,9.830711,10.12.35.246,20.24.121.134,TCP,66,52467  >  443 [ACK] Seq=17475 Ack=7363 Win=260864 Len=0 SLE=6327 SRE=7363
467,9.830848,10.12.35.246,20.24.121.134,TLSv1.2,92,Application Data
468,9.8957,20.24.121.134,10.12.35.246,TLSv1.2,245,Application Data
469,9.8957,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
470,9.895772,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=17513 Ack=7592 Win=260608 Len=0
471,9.91512,20.24.121.134,10.12.35.246,TCP,1514,"[TCP Spurious Retransmission] 443  >  52464 [PSH, ACK] Seq=4747 Ack=300 Win=262400 Len=1460"
472,9.915154,10.12.35.246,20.24.121.134,TCP,66,[TCP Dup ACK 388#1] 52464  >  443 [ACK] Seq=458 Ack=6207 Win=262144 Len=0 SLE=4747 SRE=6207
473,9.930357,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.171? Tell 10.12.63.254
474,9.930395,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.50.195? Tell 10.12.32.1
475,9.941714,10.12.35.246,20.24.121.134,TCP,212,"[TCP Retransmission] 52464  >  443 [PSH, ACK] Seq=300 Ack=6207 Win=262144 Len=158"
476,9.942176,20.189.173.14,10.12.35.246,TCP,1514,443  >  52468 [ACK] Seq=1 Ack=287 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
477,9.942264,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=287 Ack=1461 Win=262144 Len=0
478,9.974538,20.189.173.14,10.12.35.246,TCP,1514,443  >  52468 [ACK] Seq=1461 Ack=287 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
479,9.974538,20.189.173.14,10.12.35.246,TCP,1514,443  >  52468 [ACK] Seq=2921 Ack=287 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
480,9.974538,20.189.173.14,10.12.35.246,TCP,1514,443  >  52468 [ACK] Seq=4381 Ack=287 Win=524288 Len=1460 [TCP segment of a reassembled PDU]
481,9.974538,20.189.173.14,10.12.35.246,TLSv1.2,509,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
482,9.974624,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=287 Ack=6296 Win=262144 Len=0
483,9.984031,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=7592 Ack=17513 Win=261376 Len=0
484,9.985514,10.12.35.246,20.189.173.14,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
485,10.049105,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.186? Tell 10.12.63.254
486,10.049145,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.49.177? Tell 10.12.63.254
487,10.075925,20.24.121.134,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
488,10.075925,20.24.121.134,10.12.35.246,TLSv1.2,123,Application Data
489,10.076008,10.12.35.246,20.24.121.134,TCP,54,52464  >  443 [ACK] Seq=458 Ack=6327 Win=261888 Len=0
490,10.076805,10.12.35.246,20.24.121.134,TLSv1.2,141,Application Data
491,10.076839,10.12.35.246,20.24.121.134,TLSv1.2,92,Application Data
492,10.077002,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=17513 Ack=7592 Win=260608 Len=1440 [TCP segment of a reassembled PDU]
493,10.077002,10.12.35.246,20.24.121.134,TCP,1494,52467  >  443 [ACK] Seq=18953 Ack=7592 Win=260608 Len=1440 [TCP segment of a reassembled PDU]
494,10.077002,10.12.35.246,20.24.121.134,TLSv1.2,1405,Application Data
495,10.16051,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.53.112? Tell 10.12.32.1
496,10.160555,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.35.252? Tell 10.12.63.254
497,10.160565,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.37.34? Tell 10.12.63.254
498,10.201059,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=7592 Ack=20393 Win=262656 Len=0
499,10.201059,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
500,10.201117,10.12.35.246,20.24.121.134,TCP,54,52464  >  443 [ACK] Seq=583 Ack=6365 Win=261888 Len=0
501,10.244323,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.48.196? Tell 10.12.32.1
502,10.244353,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.49.188? Tell 10.12.32.1
503,10.246384,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.52.229? Tell 10.12.32.1
504,10.246417,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.37.225? Tell 10.12.32.1
505,10.246426,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.54.31? Tell 10.12.32.1
506,10.246433,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.34.175? Tell 10.12.32.1
507,10.246439,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.85? Tell 10.12.32.1
508,10.249082,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.34? Tell 10.12.32.1
509,10.354813,20.24.121.134,10.12.35.246,TCP,60,443  >  52467 [ACK] Seq=7592 Ack=21744 Win=261376 Len=0
510,10.354813,20.24.121.134,10.12.35.246,TLSv1.2,268,Application Data
511,10.354813,20.24.121.134,10.12.35.246,TLSv1.2,92,Application Data
512,10.354813,20.24.121.134,10.12.35.246,TCP,60,443  >  52464 [ACK] Seq=6365 Ack=583 Win=262144 Len=0
513,10.354813,20.189.173.14,10.12.35.246,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
514,10.354813,20.24.121.134,10.12.35.246,TCP,161,"[TCP Retransmission] 443  >  52463 [PSH, ACK] Seq=6258 Ack=545 Win=262144 Len=107"
515,10.354904,10.12.35.246,20.24.121.134,TCP,54,52467  >  443 [ACK] Seq=21744 Ack=7844 Win=262144 Len=0
516,10.354924,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=445 Ack=6347 Win=261888 Len=0
517,10.354931,10.12.35.246,20.24.121.134,TCP,54,52463  >  443 [ACK] Seq=545 Ack=6365 Win=261888 Len=0
518,10.355009,10.12.35.246,20.24.121.134,TLSv1.2,92,Application Data
519,10.356273,10.12.35.246,20.189.173.14,TLSv1.2,587,Application Data
520,10.356298,10.12.35.246,20.189.173.14,TLSv1.2,1387,Application Data
521,10.512225,20.24.121.134,10.12.35.246,TCP,60,443  >  52463 [ACK] Seq=6365 Ack=583 Win=262144 Len=0
522,10.54436,172.17.18.4,255.255.255.255,DHCP,408,DHCP ACK      - Transaction ID 0xf22b34c2
523,10.544412,172.17.18.4,255.255.255.255,DHCP,408,DHCP ACK      - Transaction ID 0xf22b34c2
524,10.620908,20.189.173.14,10.12.35.246,TLSv1.2,108,Application Data
525,10.620908,20.189.173.14,10.12.35.246,TCP,60,443  >  52468 [ACK] Seq=6401 Ack=2311 Win=524288 Len=0
526,10.620964,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=2311 Ack=6401 Win=261888 Len=0
527,10.634229,20.189.173.14,10.12.35.246,TLSv1.2,507,Application Data
528,10.634276,10.12.35.246,20.189.173.14,TCP,54,52468  >  443 [ACK] Seq=2311 Ack=6854 Win=261376 Len=0
529,10.646804,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.102? Tell 10.12.63.254
530,10.646835,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.34.177? Tell 10.12.63.254
531,10.646845,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.35.141? Tell 10.12.32.1
532,10.877238,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.101? Tell 10.12.63.254
533,10.877268,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.52.76? Tell 10.12.63.254
534,10.877277,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.171? Tell 10.12.63.254
535,10.979084,::,ff02::1:3,ICMPv6,90,Multicast Listener Query
536,10.979205,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.38.186? Tell 10.12.63.254
537,11.0708,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.49.177? Tell 10.12.63.254
538,11.170871,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.35.252? Tell 10.12.63.254
539,11.170905,HewlettP_81:05:00,Broadcast,ARP,60,Who has 10.12.53.202? Tell 10.12.63.254
540,11.260858,IETF-VRRP-VRID_fe,Broadcast,ARP,60,Who has 10.12.38.14? Tell 10.12.32.1
